Latitude,Longitude
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.814860746330034,144.9532931812487
-37.81570783542802,144.95397914047496
-37.81643418542697,144.95311351025424
-37.81643418542697,144.95311351025424
-37.815188914619604,144.9541960076521
-37.81598738179798,144.95342493686087
-37.81574647272182,144.95494597690538
-37.81635248474713,144.9560392515393
-37.81697249028628,144.9570314678118
-37.816353027735026,144.9579161520196
-37.8171441458327,144.95706778172573
-37.8171441458327,144.95822778172572
-37.81595688263168,144.9587814116486
-37.815878755381085,144.9598986833849
-37.81715421457166,144.9587899436259
-37.81715421457166,144.9587899436259
-37.81715421457166,144.9587899436259
-37.81715421457166,144.9587899436259
-37.81715421457166,144.9587899436259
-37.81715421457166,144.9587899436259
-37.81715421457166,144.9587899436259
-37.81564900710717,144.95900148673937
-37.81753785577023,144.95906744678814
-37.815900154620024,144.95926853120477
-37.81585897321391,144.96044781238066
-37.81585897321391,144.96044781238066
-37.816378973213915,144.95954714596073
-37.816378973213915,144.95954714596073
-37.81675637137105,144.95803348462775
-37.81756137137105,144.95663918372765
-37.81784705921007,144.95540173374536
-37.8161393505221,144.95623463892426
-37.817645672237994,144.9561293066489
-37.8158667565659,144.95619142775303
-37.817143638550235,144.95628071603943
-37.81605661059073,144.95683458444913
-37.8166985173896,144.95604189556843
-37.81540260520343,144.9563410804707
-37.81490774160866,144.95777826870562
-37.8161239652723,144.95899449236927
-37.81524747258491,144.95960821915617
-37.814333380110725,144.96032238646754
-37.814333380110725,144.96032238646754
-37.814333380110725,144.96032238646754
-37.814333380110725,144.96032238646754
-37.81406242758765,144.96140911768097
-37.81513219674682,144.95993670675122
-37.81513219674682,144.95993670675122
-37.8157249412245,144.95905792692432
-37.8150999412245,144.96014045867904
-37.8150999412245,144.96014045867904
-37.81570828849416,144.95894650993662
-37.81624022985681,144.95762990886314
-37.814784786267396,144.95799279170654
-37.814784786267396,144.95799279170654
-37.813751953998725,144.95823123982416
-37.813751953998725,144.95823123982416
-37.81503016309855,144.9593821444671
-37.81517222695923,144.961005941825
-37.81517222695923,144.961005941825
-37.81517222695923,144.961005941825
-37.81517222695923,144.961005941825
-37.81517222695923,144.961005941825
-37.81545080809248,144.95957276613717
-37.81577248810019,144.95817941694452
-37.81563576541165,144.960134642483
-37.81647841429908,144.95942757611235
-37.81647841429908,144.95942757611235
-37.81647841429908,144.95942757611235
-37.81647841429908,144.95942757611235
-37.81647841429908,144.95942757611235
-37.81647841429908,144.95942757611235
-37.81647841429908,144.95942757611235
-37.81647841429908,144.95942757611235
-37.816910642104396,144.95781447998243
-37.81765662288005,144.9585101183097
-37.81662662288005,144.9585101183097
-37.81473293733905,144.95905312390067
-37.81540400834716,144.95819419217923
-37.81530844197813,144.9595608549281
-37.81595765746392,144.96033455981566
-37.814512464844,144.9609480076874
-37.814512464844,144.9609480076874
-37.814512464844,144.9609480076874
-37.814512464844,144.9609480076874
-37.814512464844,144.9609480076874
-37.81551616075354,144.95983329044918
-37.81551616075354,144.95983329044918
-37.81676686549965,144.959250077248
-37.81482952420223,144.9593516090031
-37.81482952420223,144.9593516090031
-37.816002263471276,144.9596878865772
-37.816002263471276,144.9596878865772
-37.816002263471276,144.9596878865772
-37.815005324905535,144.96015276666512
