Latitude,Longitude
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.8133161812324,144.95405125496117
-37.81468813245875,144.9535519055519
-37.81564095289733,144.9551376650582
-37.81596567498957,144.95697925555635
-37.81512834704129,144.95754404038885
-37.81405709607422,144.95891517910013
-37.81405709607422,144.95891517910013
-37.81497443167246,144.95774104307725
-37.81630122916004,144.95911498209588
-37.81709506058512,144.95820178350382
-37.81709506058512,144.95820178350382
-37.81709506058512,144.95820178350382
-37.81709506058512,144.95820178350382
-37.816195885834695,144.9590701064669
-37.8150475819101,144.95951089904483
-37.81568322007294,144.95820764767768
-37.816589112576565,144.95955068854522
-37.816589112576565,144.95955068854522
-37.815463036507396,144.96039924772788
-37.815463036507396,144.96039924772788
-37.81687060015151,144.9599419025762
-37.81687060015151,144.9599419025762
-37.81687060015151,144.9599419025762
-37.815656093111436,144.9603132146412
-37.81432660264487,144.96054763968104
-37.816286304127374,144.96058184639764
-37.815317866456084,144.96162036865394
-37.81413239476535,144.9617240839878
-37.815786088552855,144.96069074142255
-37.815786088552855,144.96069074142255
-37.81623542935062,144.9596321608411
-37.81552533753655,144.96076854528994
-37.814639657847415,144.96178740322324
-37.814639657847415,144.96178740322324
-37.814639657847415,144.96178740322324
-37.815122900352925,144.96059133605084
-37.81617857308601,144.9602483271871
-37.81617857308601,144.9602483271871
-37.81617857308601,144.9602483271871
-37.81617857308601,144.9602483271871
-37.81617857308601,144.9602483271871
-37.81652539060645,144.95895398657987
-37.81766105256227,144.9590533441266
-37.81766105256227,144.9590533441266
-37.81766105256227,144.9590533441266
-37.81842688557411,144.95724915461383
-37.8173906113007,144.95764694303782
-37.8173906113007,144.95764694303782
-37.815793582358246,144.9581352037847
-37.816593582358244,144.95674956313866
-37.815273731454376,144.95811630875932
-37.815340721478364,144.9593945545638
-37.814344473261606,144.96098888498457
-37.81619903346838,144.96038630184555
-37.81707594436244,144.95959672773003
-37.81775189740258,144.9586663581865
-37.81775189740258,144.9586663581865
-37.81775189740258,144.9586663581865
-37.81689178775608,144.95926861344466
-37.81689178775608,144.95926861344466
-37.81689178775608,144.95926861344466
-37.81689178775608,144.95926861344466
-37.81689178775608,144.95926861344466
-37.81625183905735,144.96042311145808
-37.81625183905735,144.96042311145808
-37.81625183905735,144.96042311145808
-37.81625183905735,144.96042311145808
-37.81625183905735,144.96042311145808
-37.81625183905735,144.96042311145808
-37.81625183905735,144.96042311145808
-37.81460284419277,144.96048069562764
-37.81460284419277,144.96048069562764
-37.81460284419277,144.96048069562764
-37.81460284419277,144.96048069562764
-37.81396905758301,144.961672674878
-37.81396905758301,144.961672674878
-37.81396905758301,144.961672674878
-37.81396905758301,144.961672674878
-37.81421097947861,144.96070237915174
-37.81421097947861,144.96070237915174
-37.81487834551323,144.95939259956117
-37.81586844506005,144.9591086930847
-37.81623021140207,144.96081066990996
-37.81623021140207,144.96081066990996
-37.81623021140207,144.96081066990996
-37.8155216598642,144.9615443965063
-37.8155216598642,144.9615443965063
-37.8155216598642,144.9615443965063
-37.81600616646353,144.96040297048802
-37.815027354053534,144.9608593982107
-37.816044673044345,144.96102052570967
-37.816044673044345,144.96102052570967
-37.814754363047214,144.9611789558561
