Latitude,Longitude
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.814808404004424,144.95284934115867
-37.81389762917262,144.95456225948882
-37.81569324446309,144.95468782114156
-37.815239996354045,144.95575560677156
-37.815739739461385,144.95473098155878
-37.81730930029688,144.95527142469518
-37.81871181774052,144.95504928775483
-37.81871181774052,144.95504928775483
-37.81871181774052,144.95504928775483
-37.82052184759009,144.95485904595168
-37.82052184759009,144.95485904595168
-37.82052184759009,144.95485904595168
-37.81929609835009,144.9555955503988
-37.81929609835009,144.9555955503988
-37.817895518501615,144.9565050975873
-37.81926329539378,144.95539749369905
-37.817955597034064,144.95615249369905
-37.81808355984464,144.95719466715826
-37.81808355984464,144.95719466715826
-37.81808355984464,144.95719466715826
-37.81808355984464,144.95719466715826
-37.81832779535872,144.95593818436345
-37.817203985616956,144.95605630152693
-37.81755119814062,144.95768980802015
-37.81639054553904,144.958472678085
-37.81510490499097,144.959630274034
-37.81510490499097,144.959630274034
-37.813973147736576,144.9599980042573
-37.815309838790284,144.9610804353299
-37.815309838790284,144.9610804353299
-37.81414286325716,144.96152839526684
-37.81414286325716,144.96152839526684
-37.81539797443947,144.96074411475578
-37.81539797443947,144.96074411475578
-37.81400688316846,144.96187059825576
-37.81522391130978,144.96195570115373
-37.81522391130978,144.96195570115373
-37.81522391130978,144.96195570115373
-37.81402832635576,144.96338054381792
-37.81402832635576,144.96338054381792
-37.81469376591089,144.96239398910657
-37.81469376591089,144.96239398910657
-37.81469376591089,144.96239398910657
-37.81469376591089,144.96239398910657
-37.81469376591089,144.96239398910657
-37.81469376591089,144.96239398910657
-37.81469376591089,144.96239398910657
-37.81469376591089,144.96239398910657
-37.81469376591089,144.96239398910657
-37.81469376591089,144.96239398910657
-37.81469376591089,144.96239398910657
-37.81469376591089,144.96239398910657
-37.81469376591089,144.96239398910657
-37.81469376591089,144.96239398910657
-37.815488765910885,144.96101700871455
-37.815488765910885,144.96101700871455
-37.815488765910885,144.96101700871455
-37.815488765910885,144.96101700871455
-37.815488765910885,144.96101700871455
-37.81671866459636,144.9600902135789
-37.81536199734218,144.9602808807272
-37.81536199734218,144.9602808807272
-37.81536199734218,144.9602808807272
-37.81536199734218,144.9602808807272
-37.815120626375226,144.96164976350389
-37.815120626375226,144.96164976350389
-37.815120626375226,144.96164976350389
-37.815120626375226,144.96164976350389
-37.815120626375226,144.96164976350389
-37.814154096279104,144.9620600311888
-37.814154096279104,144.9620600311888
-37.815688852647945,144.96137671362843
-37.815688852647945,144.96137671362843
-37.815688852647945,144.96137671362843
-37.815688852647945,144.96137671362843
-37.815688852647945,144.96137671362843
-37.815688852647945,144.96137671362843
-37.815688852647945,144.96137671362843
-37.815688852647945,144.96137671362843
-37.815688852647945,144.96137671362843
-37.815688852647945,144.96137671362843
-37.81427127517363,144.9619784395663
-37.81427127517363,144.9619784395663
-37.815319613383565,144.96129764077253
-37.81416099974314,144.96146047330066
-37.81416099974314,144.96146047330066
-37.81416099974314,144.96146047330066
-37.81416099974314,144.96146047330066
-37.81458805125963,144.96040348370644
-37.81505751327354,144.96162647406516
-37.81505751327354,144.96162647406516
-37.81641599051794,144.96044556781297
-37.81641599051794,144.96044556781297
-37.81641599051794,144.96044556781297
-37.81641599051794,144.96044556781297
-37.81641599051794,144.96044556781297
