Latitude,Longitude
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81393109773107,144.95389891905455
-37.814176433526235,144.95274470488567
-37.814176433526235,144.95274470488567
-37.815077500774954,144.95337563896567
-37.81705629461245,144.95344473996914
-37.81558548642565,144.95409958596449
-37.813868381583305,144.9543104199286
-37.813868381583305,144.9543104199286
-37.81420355865428,144.9557622313251
-37.81603537437607,144.95533932334294
-37.817256535989806,144.95512399960262
-37.816415479232944,144.9559082977167
-37.8171168730678,144.9544702272426
-37.8184886602233,144.95584201439812
-37.819010898943795,144.95744929991065
-37.81745204955009,144.95817620332085
-37.81745204955009,144.95817620332085
-37.8165336988576,144.95868525342212
-37.8165336988576,144.95868525342212
-37.8165336988576,144.95868525342212
-37.81553243913048,144.9588798785974
-37.81553243913048,144.9588798785974
-37.81598725229421,144.957055722632
-37.817187252294204,144.957055722632
-37.81715374367384,144.9589754302067
-37.81751966824968,144.9572538904294
-37.81662768689726,144.95811526680876
-37.81681583813114,144.95990540622043
-37.815554746481915,144.96044070786647
-37.815554746481915,144.96044070786647
-37.815554746481915,144.96044070786647
-37.815554746481915,144.96044070786647
-37.815554746481915,144.96044070786647
-37.815554746481915,144.96044070786647
-37.815554746481915,144.96044070786647
-37.81680750571223,144.96005770093328
-37.81747055938257,144.9584165855107
-37.81686860393032,144.96007044452327
-37.817791272221044,144.95870253252855
-37.817791272221044,144.95870253252855
-37.817791272221044,144.95870253252855
-37.817791272221044,144.95870253252855
-37.817791272221044,144.95870253252855
-37.817791272221044,144.95870253252855
-37.817791272221044,144.95870253252855
-37.818400084669875,144.95693441279218
-37.817859641533474,144.95850397362767
-37.817859641533474,144.95850397362767
-37.817859641533474,144.95850397362767
-37.817859641533474,144.95850397362767
-37.817859641533474,144.95850397362767
-37.817859641533474,144.95850397362767
-37.817859641533474,144.95850397362767
-37.817859641533474,144.95850397362767
-37.8162417913063,144.95870262065742
-37.8162417913063,144.95870262065742
-37.816488127694996,144.9604553951391
-37.816488127694996,144.9604553951391
-37.816488127694996,144.9604553951391
-37.816488127694996,144.9604553951391
-37.816488127694996,144.9604553951391
-37.815640079598836,144.96098531440333
-37.815640079598836,144.96098531440333
-37.81485599921647,144.96174249202713
-37.81485599921647,144.96174249202713
-37.81485599921647,144.96174249202713
-37.81485599921647,144.96174249202713
-37.81485599921647,144.96174249202713
-37.81485599921647,144.96174249202713
-37.81485599921647,144.96174249202713
-37.81608167032546,144.96071403185164
-37.81608167032546,144.96071403185164
-37.81480524554059,144.96100871773282
-37.81554174998771,144.95978296849282
-37.8170003927131,144.95887150735834
-37.8170003927131,144.95887150735834
-37.81764826346974,144.9576530396802
-37.81764826346974,144.9576530396802
-37.81932831137912,144.95664356505338
-37.81932831137912,144.95664356505338
-37.81932831137912,144.95664356505338
-37.820592284710266,144.9555829654974
-37.81866303198199,144.956028368585
-37.81874101255679,144.9575163265918
-37.81874101255679,144.9575163265918
-37.81758306303726,144.95894627516086
-37.81590261826957,144.95959133747004
-37.8154343600278,144.96075031728824
-37.8154343600278,144.96075031728824
-37.8154343600278,144.96075031728824
-37.8154343600278,144.96075031728824
-37.814224009807674,144.96176592171156
-37.814224009807674,144.96176592171156
-37.814224009807674,144.96176592171156
-37.814224009807674,144.96176592171156
-37.814382667142766,144.96289482730992
-37.814382667142766,144.96289482730992
-37.814382667142766,144.96289482730992
