Latitude,Longitude
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81383636342707,144.95374833288932
-37.81448888441165,144.95221108978404
-37.813823444856524,144.9531976444954
-37.81494242012665,144.95232340520042
-37.81494242012665,144.95232340520042
-37.81494242012665,144.95232340520042
-37.815260707630856,144.9533029934122
-37.81331531717364,144.95354185732526
-37.81398188155979,144.95527831691854
-37.81441488720522,144.954020777213
-37.81430257928249,144.95562685533392
-37.81430257928249,144.95562685533392
-37.81472588473305,144.95457913757826
-37.81544620865918,144.95550111016
-37.814737306599376,144.95683436102522
-37.81486039463621,144.95783683263838
-37.81403305107148,144.9584161448391
-37.81452140330317,144.9598344227025
-37.81452140330317,144.9598344227025
-37.81589111699243,144.9600026023964
-37.81589111699243,144.9600026023964
-37.81589111699243,144.9600026023964
-37.816570967251316,144.95887114155948
-37.817834940582465,144.9578105420035
-37.817834940582465,144.9578105420035
-37.817834940582465,144.9578105420035
-37.816458765148056,144.95877415041656
-37.815951623233964,144.959861719761
-37.81648229932573,144.95832052448276
-37.81708156678538,144.95949665309467
-37.81708156678538,144.95949665309467
-37.81708156678538,144.95949665309467
-37.81708156678538,144.95949665309467
-37.81801289953526,144.95806252642348
-37.81928613098186,144.95683298110777
-37.81928613098186,144.95683298110777
-37.81928613098186,144.95683298110777
-37.81928613098186,144.95683298110777
-37.81827310237673,144.95839290836415
-37.81827310237673,144.95839290836415
-37.81827310237673,144.95839290836415
-37.81827310237673,144.95839290836415
-37.81827310237673,144.95839290836415
-37.81827310237673,144.95839290836415
-37.81827310237673,144.95839290836415
-37.81827310237673,144.95839290836415
-37.81877543694891,144.9574481544398
-37.81877543694891,144.9574481544398
-37.81877543694891,144.9574481544398
-37.81877543694891,144.9574481544398
-37.81877543694891,144.9574481544398
-37.81694344102174,144.95770562467658
-37.81507600379175,144.95780349291476
-37.81507600379175,144.95780349291476
-37.8160026509738,144.95833849291478
-37.81432194003606,144.95878883805327
-37.81432194003606,144.95878883805327
-37.81425547337163,144.9600570975624
-37.81425547337163,144.9600570975624
-37.81537814320351,144.96160232002165
-37.81537814320351,144.96160232002165
-37.81537814320351,144.96160232002165
-37.81428283986137,144.96305583664994
-37.81428283986137,144.96305583664994
-37.81428283986137,144.96305583664994
-37.81428283986137,144.96305583664994
-37.81428283986137,144.96305583664994
-37.81428283986137,144.96305583664994
-37.815068639579174,144.96193359834928
-37.815068639579174,144.96193359834928
-37.815068639579174,144.96193359834928
-37.816201416283064,144.96053473561867
-37.816201416283064,144.96053473561867
-37.81506912313922,144.9617072594932
-37.81506912313922,144.9617072594932
-37.81506912313922,144.9617072594932
-37.81506912313922,144.9617072594932
-37.81410783494102,144.9622622594932
-37.81410783494102,144.9622622594932
-37.81410783494102,144.9622622594932
-37.81350227817373,144.9640209240438
-37.81350227817373,144.9640209240438
-37.81350227817373,144.9640209240438
-37.81350227817373,144.9640209240438
-37.81350227817373,144.9640209240438
-37.81350227817373,144.9640209240438
-37.812401011415936,144.96559369596883
-37.812401011415936,144.96559369596883
-37.813648019378725,144.96707982218848
-37.813648019378725,144.96707982218848
-37.813648019378725,144.96707982218848
-37.81336331842911,144.9681423405974
-37.813910342008995,144.96943104739225
-37.813910342008995,144.96943104739225
-37.814379448279524,144.96842504574863
-37.81254972699739,144.9684569836524
